1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	2.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	10.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
2.00E+00	2.00E+00	2.00E+00	6.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	50.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	1.00E+00		
0.00E+00	0.00E+00	2.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	10.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
2.00E+00	2.00E+00	2.00E+00	6.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	50.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	2.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	10.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	-1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	4.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	2.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	10.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
2.00E+00	2.00E+00	2.00E+00	6.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	50.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	4.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	8.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	4.00	0.00E+00		
2.00E+00	1.00E+00	0.00E+00	3.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	16.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	8.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
1.00E+00	1.00E+00	0.00E+00	2.00E+00	-1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	8.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.00E+00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E+00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00E+00		
